,Fréquences,Modules,Phases
0,466.081875,155.12413011366561,-2.110903473752648
1,932.4393750000002,146.66768873662983,-0.5975955062009802
2,0.0,118.34215838727451,3.141592653589793
3,1398.7968749999998,117.1502127972363,0.5635517142442166
4,1864.8787500000003,114.29173776454655,-2.616529341438846
5,2331.23625,114.13542022972179,-2.7942979849201417
6,2797.0425000000005,94.79888510749146,0.5506767768989288
7,3729.7575000000006,92.31170774023931,-1.0227047461375756
8,4195.8393750000005,82.2782051262014,-0.4414607399734271
9,43356.915,78.02587436918296,1.930468022950793
10,3263.6756250000003,76.87796073625954,-2.0434684551379827
11,4662.196875,74.02967135112806,0.7944348876013068
12,5128.27875,72.13004544993284,2.642102949798636
13,42890.557499999995,71.01577313695086,1.0217960347018036
14,28438.160625000004,69.95233479713903,2.581989016104139
15,22843.8,67.78769605610252,-2.9019336350357516
16,6527.075625,67.41945029164411,2.1752920299302563
17,42424.2,67.34779282609148,0.7671122492830282
18,17249.715,67.31982930106996,1.601359296007444
19,16317.0,66.51873458602151,-0.34434291222457303
20,31235.478750000002,66.42415235982881,-0.67283561613136
21,38694.99375000001,66.04219185985619,-1.8589940730411418
22,26107.199999999997,66.02268187296718,-2.164998250310832
23,13053.875625,65.26334665860449,-2.276586999563628
24,41958.11812499999,65.08970482544834,1.3074241370391255
25,31701.836249999997,64.95712810560524,1.7020341027663983
26,39627.1575,64.74600528726396,0.8511281673700536
27,7925.32125,64.40961495650656,1.8573346075876827
28,20046.481875,64.3894438501703,-1.5399192789456257
29,30303.039374999997,64.359919897681,1.2999924679500547
30,41025.95437500001,64.32631552669167,-1.8272242607392208
31,33566.715000000004,64.3254937110218,2.4247921174719074
